agent_no,start_date,agent_state_code,duration
39583124,07/04/2024,1,1932
39583124,07/04/2024,2,479
39583124,07/04/2024,3,57
39583124,07/04/2024,51,988
39583124,07/04/2024,54,78
39583124,07/04/2024,78,595
39583124,07/04/2024,154,8070
39583130,07/04/2024,-4,0
39583130,07/04/2024,0,2974
39583130,07/04/2024,1,7984
39583130,07/04/2024,2,1289
39583130,07/04/2024,3,27
39583130,07/04/2024,54,179
39583130,07/04/2024,55,1644
39583130,07/04/2024,56,102
39583130,07/04/2024,78,214
39583131,07/04/2024,-4,0
39583131,07/04/2024,-1,219
39583131,07/04/2024,0,3265
39583131,07/04/2024,1,6874
39583131,07/04/2024,2,1098
39583131,07/04/2024,3,0
39583131,07/04/2024,54,216
39583131,07/04/2024,55,1889
39583131,07/04/2024,56,82
39583131,07/04/2024,78,787
39627462,07/04/2024,-4,0
39627462,07/04/2024,0,2385
39627462,07/04/2024,1,8261
39627462,07/04/2024,2,725
39627462,07/04/2024,3,0
39627462,07/04/2024,54,140
39627462,07/04/2024,55,1788
39627462,07/04/2024,56,713
39627462,07/04/2024,78,397
39627463,07/04/2024,-4,0
39627463,07/04/2024,0,3034
39627463,07/04/2024,1,8561
39627463,07/04/2024,2,818
39627463,07/04/2024,3,0
39627463,07/04/2024,54,208
39627463,07/04/2024,55,1757
39627463,07/04/2024,56,31
39627464,07/04/2024,-4,1
39627464,07/04/2024,0,3093
39627464,07/04/2024,1,6853
39627464,07/04/2024,2,2104
39627464,07/04/2024,3,0
39627464,07/04/2024,51,13
39627464,07/04/2024,54,479
39627464,07/04/2024,55,1800
39627464,07/04/2024,56,140
39627465,07/04/2024,-4,0
39627465,07/04/2024,0,2147
39627465,07/04/2024,1,9976
39627465,07/04/2024,2,378
39627465,07/04/2024,3,0
39627465,07/04/2024,54,101
39627465,07/04/2024,55,1853
39627479,07/04/2024,-4,0
39627479,07/04/2024,0,1274
39627479,07/04/2024,1,2496
39627479,07/04/2024,2,107
39627479,07/04/2024,3,11
39627479,07/04/2024,54,46
39627482,07/04/2024,-4,0
39627482,07/04/2024,0,1689
39627482,07/04/2024,1,2168
39627482,07/04/2024,2,435
39627482,07/04/2024,3,9
39627482,07/04/2024,54,27
39627482,07/04/2024,56,8
39627486,07/04/2024,-4,0
39627486,07/04/2024,0,3238
39627486,07/04/2024,1,4633
39627486,07/04/2024,2,2719
39627486,07/04/2024,3,4
39627486,07/04/2024,51,1780
39627486,07/04/2024,54,150
39627486,07/04/2024,56,280
39627486,07/04/2024,154,1609
39627492,07/04/2024,0,1463
39627492,07/04/2024,1,1868
39627492,07/04/2024,3,60
39627492,07/04/2024,54,60
39627606,07/04/2024,-4,0
39627606,07/04/2024,0,2632
39627606,07/04/2024,1,8207
39627606,07/04/2024,2,672
39627606,07/04/2024,3,0
39627606,07/04/2024,54,305
39627606,07/04/2024,55,1780
39627606,07/04/2024,56,311
39627606,07/04/2024,78,548
39627608,07/04/2024,-4,0
39627608,07/04/2024,0,1432
39627608,07/04/2024,1,2162
39627608,07/04/2024,2,379
39627608,07/04/2024,3,14
39627608,07/04/2024,54,49
39627609,07/04/2024,-4,0
39627609,07/04/2024,0,3462
39627609,07/04/2024,1,6590
39627609,07/04/2024,2,1411
39627609,07/04/2024,3,7
39627609,07/04/2024,54,277
39627609,07/04/2024,55,1778
39627609,07/04/2024,56,291
39627609,07/04/2024,78,591
39627610,07/04/2024,-4,0
39627610,07/04/2024,0,2299
39627610,07/04/2024,1,1622
39627610,07/04/2024,2,50
39627610,07/04/2024,3,43
39627610,07/04/2024,54,25
39627610,07/04/2024,56,7
39627613,07/04/2024,-4,0
39627613,07/04/2024,0,1710
39627613,07/04/2024,1,1999
39627613,07/04/2024,2,234
39627613,07/04/2024,3,29
39627613,07/04/2024,54,81
39627613,07/04/2024,56,33
39627616,07/04/2024,-4,0
39627616,07/04/2024,0,3085
39627616,07/04/2024,1,6533
39627616,07/04/2024,2,1702
39627616,07/04/2024,3,0
39627616,07/04/2024,54,266
39627616,07/04/2024,55,1798
39627616,07/04/2024,56,156
39627616,07/04/2024,78,878
39627617,07/04/2024,-4,0
39627617,07/04/2024,0,2452
39627617,07/04/2024,1,5025
39627617,07/04/2024,2,3943
39627617,07/04/2024,3,0
39627617,07/04/2024,54,328
39627617,07/04/2024,55,1770
39627617,07/04/2024,56,558
39627617,07/04/2024,78,369
39627618,07/04/2024,-4,1
39627618,07/04/2024,0,2682
39627618,07/04/2024,1,3540
39627618,07/04/2024,2,979
39627618,07/04/2024,3,41
39627618,07/04/2024,51,2052
39627618,07/04/2024,54,257
39627618,07/04/2024,56,93
39627618,07/04/2024,154,4611
39627623,07/04/2024,-4,0
39627623,07/04/2024,0,1968
39627623,07/04/2024,1,1362
39627623,07/04/2024,2,409
39627623,07/04/2024,3,11
39627623,07/04/2024,54,108
39627623,07/04/2024,78,96
39627626,07/04/2024,-4,0
39627626,07/04/2024,0,1172
39627626,07/04/2024,1,1043
39627626,07/04/2024,2,1395
39627626,07/04/2024,3,11
39627626,07/04/2024,54,95
39627626,07/04/2024,56,74
39627629,07/04/2024,-4,24
39627629,07/04/2024,0,3353
39627629,07/04/2024,1,5999
39627629,07/04/2024,2,1880
39627629,07/04/2024,3,0
39627629,07/04/2024,54,601
39627629,07/04/2024,55,1746
39627629,07/04/2024,56,457
39627629,07/04/2024,78,467
39627631,07/04/2024,-4,0
39627631,07/04/2024,0,3997
39627631,07/04/2024,1,7136
39627631,07/04/2024,2,1454
39627631,07/04/2024,3,23
39627631,07/04/2024,51,1153
39627631,07/04/2024,54,70
39627631,07/04/2024,154,936
39627632,07/04/2024,-4,0
39627632,07/04/2024,0,1638
39627632,07/04/2024,1,1742
39627632,07/04/2024,2,397
39627632,07/04/2024,3,15
39627632,07/04/2024,54,43
39627632,07/04/2024,56,5
39627634,07/04/2024,-4,0
39627634,07/04/2024,0,2792
39627634,07/04/2024,1,1561
39627634,07/04/2024,2,219
39627634,07/04/2024,3,64
39627634,07/04/2024,51,857
39627634,07/04/2024,54,51
39627634,07/04/2024,154,1408
39627637,07/04/2024,-4,1
39627637,07/04/2024,0,4747
39627637,07/04/2024,1,4819
39627637,07/04/2024,2,796
39627637,07/04/2024,3,43
39627637,07/04/2024,51,884
39627637,07/04/2024,54,352
39627637,07/04/2024,56,408
39627637,07/04/2024,154,2587
39627639,07/04/2024,-4,0
39627639,07/04/2024,0,2609
39627639,07/04/2024,1,7318
39627639,07/04/2024,2,705
39627639,07/04/2024,3,0
39627639,07/04/2024,54,383
39627639,07/04/2024,55,1791
39627639,07/04/2024,56,966
39627639,07/04/2024,64,3
39627639,07/04/2024,78,640
39627640,07/04/2024,-4,0
39627640,07/04/2024,-1,6
39627640,07/04/2024,0,5791
39627640,07/04/2024,1,3964
39627640,07/04/2024,2,373
39627640,07/04/2024,3,44
39627640,07/04/2024,51,803
39627640,07/04/2024,54,258
39627640,07/04/2024,154,3485
39627643,07/04/2024,-4,0
39627643,07/04/2024,0,2210
39627643,07/04/2024,1,4174
39627643,07/04/2024,2,933
39627643,07/04/2024,3,22
39627643,07/04/2024,51,1727
39627643,07/04/2024,54,44
39627643,07/04/2024,56,35
39627643,07/04/2024,154,5385
39627645,07/04/2024,-4,0
39627645,07/04/2024,0,1602
39627645,07/04/2024,1,2046
39627645,07/04/2024,2,437
39627645,07/04/2024,3,9
39627645,07/04/2024,54,42
39627645,07/04/2024,56,61
39627646,07/04/2024,-4,0
39627646,07/04/2024,0,4902
39627646,07/04/2024,1,6174
39627646,07/04/2024,2,2210
39627646,07/04/2024,3,21
39627646,07/04/2024,51,1151
39627646,07/04/2024,54,352
39627646,07/04/2024,56,2
39627699,07/04/2024,-4,0
39627699,07/04/2024,0,1873
39627699,07/04/2024,1,4165
39627699,07/04/2024,2,2872
39627699,07/04/2024,3,15
39627699,07/04/2024,51,1962
39627699,07/04/2024,54,123
39627699,07/04/2024,56,102
39627699,07/04/2024,154,3624
39627798,07/04/2024,-4,0
39627798,07/04/2024,0,4107
39627798,07/04/2024,1,5805
39627798,07/04/2024,2,1098
39627798,07/04/2024,3,0
39627798,07/04/2024,54,890
39627798,07/04/2024,55,1786
39627798,07/04/2024,56,152
39627798,07/04/2024,78,568
39627801,07/04/2024,-4,0
39627801,07/04/2024,0,2737
39627801,07/04/2024,1,7204
39627801,07/04/2024,2,1318
39627801,07/04/2024,3,0
39627801,07/04/2024,54,486
39627801,07/04/2024,55,1798
39627801,07/04/2024,56,873
39627808,07/04/2024,-4,0
39627808,07/04/2024,0,1507
39627808,07/04/2024,1,1851
39627808,07/04/2024,2,33
39627808,07/04/2024,3,12
39627808,07/04/2024,54,60
39627814,07/04/2024,-4,0
39627814,07/04/2024,0,2039
39627814,07/04/2024,1,1685
39627814,07/04/2024,2,297
39627814,07/04/2024,3,20
39627814,07/04/2024,54,151
39627814,07/04/2024,56,4
39627817,07/04/2024,-4,0
39627817,07/04/2024,0,5222
39627817,07/04/2024,1,7026
39627817,07/04/2024,2,954
39627817,07/04/2024,3,27
39627817,07/04/2024,51,991
39627817,07/04/2024,54,324
39627817,07/04/2024,56,403
39627818,07/04/2024,-4,0
39627818,07/04/2024,0,1523
39627818,07/04/2024,1,2294
39627818,07/04/2024,2,122
39627818,07/04/2024,3,18
39627818,07/04/2024,54,105
39627818,07/04/2024,56,24
39627820,07/04/2024,-4,0
39627820,07/04/2024,0,3508
39627820,07/04/2024,1,6940
39627820,07/04/2024,2,1524
39627820,07/04/2024,3,0
39627820,07/04/2024,54,259
39627820,07/04/2024,55,1793
39627820,07/04/2024,56,81
39627820,07/04/2024,78,307
39627824,07/04/2024,-4,0
39627824,07/04/2024,0,6546
39627824,07/04/2024,1,5621
39627824,07/04/2024,2,922
39627824,07/04/2024,3,58
39627824,07/04/2024,51,923
39627824,07/04/2024,54,63
39627824,07/04/2024,56,277
39627825,07/04/2024,-4,0
39627825,07/04/2024,0,1801
39627825,07/04/2024,1,2094
39627825,07/04/2024,2,228
39627825,07/04/2024,3,11
39627825,07/04/2024,54,8
39627934,07/04/2024,3,28
39627934,07/04/2024,154,12293
39627942,07/04/2024,3,0
39627942,07/04/2024,154,14479
